DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,201,$68586.05,$20967.46,$18598.03
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,95,$63681.40,$18311.52,$13778.44
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,215,$53363.89,$15656.31,$11704.24
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,733,$57102.46,$19986.93,$15531.24
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,56,$47793.75,$14955.75,$13190.57
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,71,$67447.77,$25360.40,$23243.33
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140151,SACRED HEART HOSPITAL,3240 W FRANKLIN BLVD,CHICAGO,IL,60624,IL - Chicago,16,$46122.37,$18815.93,$17853.12
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,80,$36141.03,$19990.73,$16575.82
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,32,$63104.25,$21931.84,$15889.78
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,80,$73039.60,$23863.12,$16026.92
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,89,$53618.13,$19396.86,$14314.00
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,38,$55100.97,$15910.57,$11600.50
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,749,$58810.26,$17560.03,$14271.01
473 - CERVICAL SPINAL FUSION W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,18,$93144.50,$20047.05,$13169.44
473 - CERVICAL SPINAL FUSION W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,14,$71070.64,$13439.28,$12554.42
473 - CERVICAL SPINAL FUSION W/O CC/MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,48,$56169.02,$20316.58,$17486.54
473 - CERVICAL SPINAL FUSION W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,29,$74655.89,$20437.00,$13086.79
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,13,$85449.76,$22457.15,$21857.46
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,22,$68404.31,$19408.27,$18447.86
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,11,$127961.36,$29801.45,$29286.90
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,17,$77111.88,$24563.41,$18671.17
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,16,$91852.87,$28259.37,$21701.37
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,11,$54557.63,$19390.00,$18469.63
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,26,$62635.76,$15586.84,$14851.61
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,20,$90240.90,$24774.90,$17571.25
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,38,$61082.13,$14358.05,$13469.42
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,67,$51992.22,$13467.68,$10908.29
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,32,$61850.03,$18104.84,$15872.31
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,21,$33929.66,$16812.80,$16058.14
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,15,$63887.46,$16756.86,$15790.73
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,14,$79727.42,$17798.14,$16913.21
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,22,$54927.81,$15398.31,$14785.22
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,35,$52399.88,$12050.80,$11122.00
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,52,$64636.36,$16716.40,$14492.13
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,13,$74826.84,$15283.30,$14419.92
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,20,$51088.60,$11790.50,$10782.90
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,34,$41126.23,$11361.08,$8771.26
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,11,$24973.36,$13842.90,$13240.00
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,14,$43292.00,$9913.92,$8952.78
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,33,$44059.63,$12171.66,$11253.24
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,16,$55688.87,$10383.06,$9263.06
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,16,$35342.81,$8729.62,$5264.75
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,43,$34416.48,$10503.41,$7949.46
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,13,$30779.00,$13915.38,$10475.00
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,16,$50215.12,$14815.56,$7980.68
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,100,$42546.12,$8566.82,$6565.66
536 - FRACTURES OF HIP & PELVIS W/O MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,19,$22061.47,$5438.21,$4490.00
536 - FRACTURES OF HIP & PELVIS W/O MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,33,$16506.75,$5031.81,$3550.03
536 - FRACTURES OF HIP & PELVIS W/O MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,15,$14636.80,$5302.80,$4558.80
536 - FRACTURES OF HIP & PELVIS W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,19,$22506.68,$6318.57,$5312.47
552 - MEDICAL BACK PROBLEMS W/O MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,20,$18801.35,$7942.35,$7092.70
552 - MEDICAL BACK PROBLEMS W/O MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,17,$21423.05,$6067.41,$5144.58
552 - MEDICAL BACK PROBLEMS W/O MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,37,$22445.00,$6722.78,$5899.10
552 - MEDICAL BACK PROBLEMS W/O MCC,140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,IL - Chicago,14,$9696.85,$6934.85,$6209.42
552 - MEDICAL BACK PROBLEMS W/O MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,20,$31565.40,$8829.25,$7864.50
552 - MEDICAL BACK PROBLEMS W/O MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,32,$27354.65,$6725.53,$5377.50
552 - MEDICAL BACK PROBLEMS W/O MCC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,11,$12939.36,$6614.81,$5694.45
552 - MEDICAL BACK PROBLEMS W/O MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,49,$23281.14,$5292.61,$4490.57
552 - MEDICAL BACK PROBLEMS W/O MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,69,$23985.34,$9123.04,$7273.30
552 - MEDICAL BACK PROBLEMS W/O MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,27,$15662.81,$5793.66,$5085.66
552 - MEDICAL BACK PROBLEMS W/O MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,37,$21443.13,$10973.08,$8545.24
552 - MEDICAL BACK PROBLEMS W/O MCC,140151,SACRED HEART HOSPITAL,3240 W FRANKLIN BLVD,CHICAGO,IL,60624,IL - Chicago,11,$11985.81,$7344.63,$6430.09
552 - MEDICAL BACK PROBLEMS W/O MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,35,$12916.31,$7252.71,$6386.77
552 - MEDICAL BACK PROBLEMS W/O MCC,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,19,$25453.10,$8394.05,$6303.31
552 - MEDICAL BACK PROBLEMS W/O MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,30,$29155.53,$7321.20,$6415.76
552 - MEDICAL BACK PROBLEMS W/O MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,38,$25279.18,$8367.05,$6302.39
552 - MEDICAL BACK PROBLEMS W/O MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,22,$24518.40,$7067.95,$6149.04
552 - MEDICAL BACK PROBLEMS W/O MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,27,$24792.96,$8378.22,$3908.11
552 - MEDICAL BACK PROBLEMS W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,134,$24535.29,$7280.85,$5817.42
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,14,$15914.78,$5279.64,$4318.50
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,18,$21435.00,$6063.83,$5186.94
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,17,$21542.70,$5404.35,$4414.94
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,23,$18484.86,$4652.08,$3591.34
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,26,$26121.88,$6893.38,$6112.15
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,13,$19148.38,$5843.53,$4980.15
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,34,$20799.11,$5995.11,$5179.55
602 - CELLULITIS W MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,13,$55428.76,$12911.15,$12050.15
602 - CELLULITIS W MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,21,$37573.85,$9213.76,$8516.04
602 - CELLULITIS W MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,26,$27236.30,$14186.34,$12849.53
602 - CELLULITIS W MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,12,$41430.58,$14098.16,$9604.08
602 - CELLULITIS W MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,11,$38212.27,$17280.18,$16456.90
602 - CELLULITIS W MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,14,$17231.28,$12812.50,$12331.92
602 - CELLULITIS W MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,16,$41554.43,$13037.00,$12160.62
602 - CELLULITIS W MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,21,$37290.52,$11686.57,$10952.61
602 - CELLULITIS W MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,31,$33708.48,$9303.09,$8429.80
602 - CELLULITIS W MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,43,$36268.27,$12823.90,$11562.34
603 - CELLULITIS W/O MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,32,$17113.37,$8639.81,$7813.50
603 - CELLULITIS W/O MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,49,$17392.16,$6230.12,$5092.28
603 - CELLULITIS W/O MCC,140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,11,$18292.45,$7013.54,$6153.36
603 - CELLULITIS W/O MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,48,$20964.64,$7126.18,$6365.39
603 - CELLULITIS W/O MCC,140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,IL - Chicago,19,$10779.10,$7069.21,$6355.94
603 - CELLULITIS W/O MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,30,$37441.50,$15160.23,$6999.80
603 - CELLULITIS W/O MCC,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,37,$19697.05,$7049.70,$6217.43
603 - CELLULITIS W/O MCC,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,24,$11258.87,$7522.29,$6704.87
603 - CELLULITIS W/O MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,102,$27524.43,$7020.54,$5327.47
603 - CELLULITIS W/O MCC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,42,$13870.73,$6705.59,$5766.76
603 - CELLULITIS W/O MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,87,$21191.48,$6876.70,$4161.77
603 - CELLULITIS W/O MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,92,$20115.78,$8422.38,$7249.78
603 - CELLULITIS W/O MCC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,31,$10787.83,$9589.29,$8650.19
603 - CELLULITIS W/O MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,69,$16584.81,$5789.15,$4956.36
603 - CELLULITIS W/O MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,34,$18321.85,$9895.64,$8887.64
603 - CELLULITIS W/O MCC,140151,SACRED HEART HOSPITAL,3240 W FRANKLIN BLVD,CHICAGO,IL,60624,IL - Chicago,21,$14311.04,$7455.85,$6764.23
603 - CELLULITIS W/O MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,56,$11460.62,$7589.35,$6320.33
603 - CELLULITIS W/O MCC,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,13,$29513.00,$7459.15,$6595.76
603 - CELLULITIS W/O MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,72,$23650.73,$7501.12,$6487.23
603 - CELLULITIS W/O MCC,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,29,$13695.65,$6334.31,$5399.68
603 - CELLULITIS W/O MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,92,$23129.22,$8927.59,$6672.75
603 - CELLULITIS W/O MCC,140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,IL - Chicago,50,$11851.54,$6550.98,$5822.86
603 - CELLULITIS W/O MCC,140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,IL - Chicago,19,$15853.42,$7525.00,$6930.89
603 - CELLULITIS W/O MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,79,$17463.59,$6939.17,$5872.74
603 - CELLULITIS W/O MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,71,$19468.39,$5449.29,$4441.84
603 - CELLULITIS W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,215,$19563.70,$7084.72,$6069.32
638 - DIABETES W CC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,23,$18936.43,$8584.82,$7950.56
638 - DIABETES W CC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,35,$20632.51,$6090.54,$5334.62
638 - DIABETES W CC,140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,23,$29409.73,$6955.17,$5912.08
638 - DIABETES W CC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,47,$19042.63,$6939.61,$6331.91
638 - DIABETES W CC,140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,IL - Chicago,12,$11343.75,$7081.25,$6408.00
638 - DIABETES W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,25,$39164.92,$8826.96,$7689.68
638 - DIABETES W CC,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,19,$26115.78,$7078.73,$6022.94
638 - DIABETES W CC,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,26,$13932.30,$7349.73,$6654.34
638 - DIABETES W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,26,$36397.03,$6447.53,$5887.69
638 - DIABETES W CC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,16,$13534.50,$6667.31,$6068.93
638 - DIABETES W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,20,$30873.00,$5536.55,$4590.35
638 - DIABETES W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,46,$18282.93,$7773.97,$6393.15
638 - DIABETES W CC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,12,$14308.66,$9402.41,$8564.08
638 - DIABETES W CC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,41,$19847.80,$5887.80,$5245.60
638 - DIABETES W CC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,33,$21643.54,$10320.30,$9436.18
